set_num,last_6_months_new_total_lots,last_6_months_new_total_qty,last_6_months_new_min_price,last_6_months_new_avg_price,last_6_months_new_qty_avg_price,last_6_months_new_max_price,last_6_months_used_total_lots,last_6_months_used_total_qty,last_6_months_used_min_price,last_6_months_used_avg_price,last_6_months_used_qty_avg_price,last_6_months_used_max_price,current_new_total_lots,current_new_total_qty,current_new_min_price,current_new_avg_price,current_new_qty_avg_price,current_new_max_price,current_used_total_lots,current_used_total_qty,current_used_min_price,current_used_avg_price,current_used_qty_avg_price,current_used_max_price
224-1,,,,,,,,,,,,,,,,,,,,,,,,
5005-1,,,,,,,,,,,,,4,7,4,US $25.56,US $25.92,US $27.50,1,2,1,US $21.69,US $21.69,US $21.69
5006-1,,,,,,,,,,,,,2,2,2,US $2.79,US $2.79,US $3.58,1,1,1,US $4.50,US $4.50,US $4.50
5031-1,1,1,1,US $5.45,US $5.45,US $5.45,,,,,,,3,6,3,US $7.89,US $8.14,US $8.39,,,,,,
5032-1,1,1,1,US $5.74,US $5.74,US $5.74,2,11,2,US $1.14,US $1.01,US $1.31,1,1,1,US $5.47,US $5.47,US $5.47,3,13,3,US $1.34,US $1.08,US $1.89
5033-1,2,2,2,US $15.97,US $15.97,US $16.06,,,,,,,4,4,4,US $18.40,US $18.40,US $24.21,,,,,,
5062-1,2,2,2,US $20.87,US $20.87,US $21.60,,,,,,,3,3,3,US $33.96,US $33.96,US $38.41,2,2,2,US $17.40,US $17.40,US $17.44
5063-1,5,5,5,US $11.05,US $11.05,US $15.98,,,,,,,4,9,4,US $14.22,US $17.76,US $21.69,,,,,,
5065-1,5,7,5,US $25.19,US $24.56,US $30.89,,,,,,,5,10,5,US $30.03,US $32.07,US $36.95,,,,,,
5066-1,2,4,2,US $15.88,US $15.99,US $16.10,,,,,,,3,8,3,US $24.71,US $22.55,US $32.53,,,,,,
5067-1,5,9,5,US $22.59,US $21.38,US $25.04,1,6,1,US $7.25,US $7.25,US $7.25,4,9,4,US $24.19,US $20.87,US $27.11,,,,,,
5068-1,,,,,,,,,,,,,,,,,,,,,,,,
5069-1,2,3,2,US $15.47,US $14.56,US $18.18,,,,,,,1,1,1,US $16.27,US $16.27,US $16.27,,,,,,
5070-1,1,2,1,US $15.98,US $15.98,US $15.98,,,,,,,1,3,1,US $12.99,US $12.99,US $12.99,,,,,,
5071-1,,,,,,,,,,,,,8,15,8,US $49.14,US $47.74,US $59.64,,,,,,
5072-1,2,3,2,US $27.72,US $29.14,US $31.96,,,,,,,4,6,4,US $31.24,US $30.86,US $40.49,,,,,,
5073-1,3,3,3,US $9.74,US $9.74,US $11.05,,,,,,,11,43,11,US $10.36,US $7.50,US $18.22,3,3,3,US $3.25,US $3.25,US $3.80
5074-1,1,1,1,US $4.00,US $4.00,US $4.00,,,,,,,7,23,7,US $12.58,US $12.70,US $21.69,,,,,,
5075-1,2,2,2,US $42.54,US $42.54,US $50.00,,,,,,,,,,,,,,,,,,
5100-1,4,4,4,US $9.12,US $9.12,US $10.61,,,,,,,1,1,1,US $10.33,US $10.33,US $10.33,1,1,1,US $7.32,US $7.32,US $7.32
5101-1,2,2,2,US $7.12,US $7.12,US $9.15,,,,,,,8,27,8,US $10.05,US $8.28,US $13.00,2,2,2,US $7.71,US $7.71,US $8.10
5102-1,,,,,,,,,,,,,1,1,1,US $20.60,US $20.60,US $20.60,,,,,,
5103-1,2,2,2,US $0.03,US $0.03,US $0.03,,,,,,,5,6,5,US $8.61,US $9.33,US $12.94,1,1,1,US $9.91,US $9.91,US $9.91
5104-1,,,,,,,,,,,,,6,8,6,US $18.85,US $19.14,US $25.00,1,1,1,US $8.92,US $8.92,US $8.92
5105-1,,,,,,,1,1,1,US $14.70,US $14.70,US $14.70,3,3,3,US $17.82,US $17.82,US $19.99,2,2,2,US $15.36,US $15.36,US $15.41
5106-1,,,,,,,,,,,,,4,5,4,US $23.98,US $25.48,US $31.45,,,,,,
5148-1,,,,,,,,,,,,,1,1,1,US $13.40,US $13.40,US $13.40,,,,,,
5161-1,4,5,4,US $3.25,US $2.92,US $5.33,,,,,,,9,140,9,US $2.90,US $3.06,US $4.00,,,,,,
5162-1,,,,,,,,,,,,,5,8,5,US $11.66,US $10.98,US $17.08,,,,,,
5163-1,1,1,1,US $4.30,US $4.30,US $4.30,,,,,,,5,15,5,US $4.92,US $4.87,US $6.51,,,,,,
5167-1,,,,,,,,,,,,,,,,,,,,,,,,
5168-1,2,2,2,US $0.03,US $0.03,US $0.03,,,,,,,7,8,7,US $14.75,US $15.03,US $29.99,1,2,1,US $4.34,US $4.34,US $4.34
5169-1,1,1,1,US $8.75,US $8.75,US $8.75,,,,,,,3,4,3,US $17.43,US $17.14,US $18.99,,,,,,
5171-1,,,,,,,,,,,,,3,3,3,US $138.19,US $138.19,US $172.00,1,1,1,US $65.06,US $65.06,US $65.06
5172-1,,,,,,,,,,,,,3,4,3,US $13.65,US $14.21,US $15.92,,,,,,
5173-1,,,,,,,,,,,,,2,2,2,US $34.16,US $34.16,US $36.87,,,,,,
5174-1,1,1,1,US $5.02,US $5.02,US $5.02,,,,,,,4,6,4,US $7.27,US $6.31,US $13.99,,,,,,
5175-1,,,,,,,,,,,,,2,3,2,US $47.66,US $48.04,US $48.80,,,,,,
5176-1,,,,,,,,,,,,,,,,,,,1,2,1,US $18.00,US $18.00,US $18.00
5177-1,,,,,,,,,,,,,3,3,3,US $18.14,US $18.14,US $24.95,,,,,,
5178-1,1,1,1,US $16.78,US $16.78,US $16.78,,,,,,,2,2,2,US $18.75,US $18.75,US $19.99,,,,,,
5179-1,,,,,,,,,,,,,1,1,1,US $10.20,US $10.20,US $10.20,,,,,,
5180-1,1,2,1,US $50.00,US $50.00,US $50.00,,,,,,,,,,,,,1,1,1,US $12.52,US $12.52,US $12.52
5181-1,1,2,1,US $50.00,US $50.00,US $50.00,,,,,,,,,,,,,,,,,,
5231-1,,,,,,,,,,,,,2,2,2,US $12.15,US $12.15,US $12.47,,,,,,
5232-1,,,,,,,,,,,,,2,2,2,US $9.00,US $9.00,US $9.00,,,,,,
5234-1,,,,,,,,,,,,,1,1,1,US $11.84,US $11.84,US $11.84,,,,,,
5236-1,1,1,1,US $10.91,US $10.91,US $10.91,,,,,,,2,5,2,US $10.07,US $10.24,US $10.90,,,,,,
5237-1,,,,,,,,,,,,,,,,,,,,,,,,
5238-1,,,,,,,,,,,,,,,,,,,,,,,,
5239-1,1,1,1,US $5.84,US $5.84,US $5.84,,,,,,,,,,,,,,,,,,
5240-1,1,1,1,US $5.42,US $5.42,US $5.42,,,,,,,1,4,1,US $9.22,US $9.22,US $9.22,,,,,,
5241-1,,,,,,,,,,,,,1,1,1,US $16.16,US $16.16,US $16.16,,,,,,
5242-1,,,,,,,,,,,,,1,1,1,US $10.84,US $10.84,US $10.84,1,1,1,US $9.51,US $9.51,US $9.51
5243-1,,,,,,,,,,,,,3,4,3,US $11.33,US $11.12,US $13.01,,,,,,
5244-1,2,3,2,US $9.60,US $8.95,US $11.56,,,,,,,1,5,1,US $16.64,US $16.64,US $16.64,,,,,,
5246-1,1,1,1,US $27.18,US $27.18,US $27.18,,,,,,,6,13,6,US $26.08,US $27.73,US $30.00,,,,,,
5247-1,1,1,1,US $11.44,US $11.44,US $11.44,,,,,,,2,2,2,US $21.74,US $21.74,US $21.80,,,,,,
5248-1,2,2,2,US $12.95,US $12.95,US $15.00,,,,,,,4,7,4,US $8.42,US $9.85,US $15.00,,,,,,
5249-1,1,2,1,US $5.72,US $5.72,US $5.72,,,,,,,,,,,,,,,,,,
5250-1,1,2,1,US $12.58,US $12.58,US $12.58,,,,,,,,,,,,,,,,,,
5270-1,2,3,2,US $3.01,US $2.80,US $3.66,,,,,,,5,16,5,US $6.00,US $5.66,US $7.28,,,,,,
6016-1,1,1,1,US $247.50,US $247.50,US $247.50,34,38,34,US $17.90,US $17.95,US $30.14,5,6,5,US $197.51,US $206.26,US $302.55,80,86,80,US $21.67,US $21.72,US $83.95
6017-1,,,,,,,23,23,23,US $17.30,US $17.30,US $31.20,6,6,6,US $413.94,US $413.94,US $800.00,49,57,49,US $27.20,US $26.43,US $88.72
6035-1,2,2,2,US $72.25,US $72.25,US $76.50,25,25,25,US $27.55,US $27.55,US $54.62,2,2,2,US $305.00,US $305.00,US $325.00,56,60,56,US $34.64,US $34.39,US $92.17
6049-1,,,,,,,17,17,17,US $56.79,US $56.79,US $85.00,7,7,7,US $441.20,US $441.20,"US $1,000.00",44,46,44,US $69.41,US $70.30,US $138.09
6062-1,1,1,1,US $680.00,US $680.00,US $680.00,16,16,16,US $143.33,US $143.33,US $345.39,1,1,1,US $765.00,US $765.00,US $765.00,47,50,47,US $136.23,US $134.41,US $300.00
6066-1,,,,,,,29,29,29,US $152.73,US $152.73,US $321.25,4,4,4,"US $1,512.50","US $1,512.50","US $2,500.00",86,92,86,US $194.46,US $192.87,US $542.18
6358-1,,,,,,,15,15,15,US $21.10,US $21.10,US $32.85,7,7,7,US $523.81,US $523.81,"US $1,500.00",30,30,30,US $31.30,US $31.30,US $69.02
6380-1,3,3,3,US $385.11,US $385.11,US $467.50,24,24,24,US $76.08,US $76.08,US $180.00,4,4,4,US $450.19,US $450.19,US $503.68,42,42,42,US $97.87,US $97.87,US $275.00
6501-1,,,,,,,16,16,16,US $4.34,US $4.34,US $8.22,2,2,2,US $85.00,US $85.00,US $89.99,39,47,39,US $6.39,US $6.52,US $15.00
6502-1,1,1,1,US $67.05,US $67.05,US $67.05,17,20,17,US $4.14,US $3.72,US $14.49,5,5,5,US $66.00,US $66.00,US $80.00,52,56,52,US $6.46,US $6.23,US $41.30
6521-1,2,2,2,US $160.00,US $160.00,US $160.00,22,22,22,US $6.02,US $6.02,US $12.50,10,10,10,US $152.87,US $152.87,US $184.08,57,64,57,US $11.73,US $12.47,US $60.00
6522-1,1,1,1,US $115.00,US $115.00,US $115.00,16,16,16,US $7.04,US $7.04,US $21.60,2,2,2,US $90.00,US $90.00,US $99.99,51,55,51,US $11.56,US $11.40,US $25.32
6523-1,1,1,1,US $115.00,US $115.00,US $115.00,17,17,17,US $8.35,US $8.35,US $27.31,3,4,3,US $101.41,US $110.76,US $138.80,26,28,26,US $7.61,US $7.42,US $11.53
6641-1,4,4,4,US $85.65,US $85.65,US $97.61,12,12,12,US $7.74,US $7.74,US $15.00,4,4,4,US $72.75,US $72.75,US $100.00,41,45,41,US $10.24,US $10.81,US $23.99
6687-1,,,,,,,20,20,20,US $10.58,US $10.58,US $14.74,5,5,5,US $168.15,US $168.15,US $189.77,54,55,54,US $15.19,US $15.15,US $42.00
6693-1,1,1,1,US $525.00,US $525.00,US $525.00,32,32,32,US $17.11,US $17.11,US $43.08,4,4,4,US $949.11,US $949.11,"US $2,000.00",81,88,81,US $21.60,US $22.36,US $100.00
6699-1,,,,,,,10,10,10,US $26.79,US $26.79,US $40.00,2,2,2,US $225.00,US $225.00,US $300.00,9,9,9,US $27.77,US $27.77,US $40.67
6808-1,,,,,,,29,29,29,US $12.06,US $12.06,US $83.72,3,4,3,US $144.33,US $138.25,US $160.00,40,40,40,US $11.77,US $11.77,US $27.11
6809-1,,,,,,,18,18,18,US $12.93,US $12.93,US $20.00,8,11,8,US $326.31,US $255.05,US $888.00,37,38,37,US $16.16,US $16.13,US $52.50
6827-1,,,,,,,21,21,21,US $11.93,US $11.93,US $24.40,6,7,6,US $396.17,US $366.00,US $800.00,37,38,37,US $16.78,US $16.77,US $54.22
6849-1,,,,,,,22,22,22,US $16.88,US $16.88,US $44.99,5,6,5,US $208.87,US $197.39,US $270.00,33,33,33,US $19.12,US $19.12,US $50.00
6883-1,,,,,,,15,15,15,US $29.84,US $29.84,US $59.91,3,3,3,US $457.25,US $457.25,US $542.21,32,32,32,US $34.00,US $34.00,US $56.12
6884-1,,,,,,,15,15,15,US $29.01,US $29.01,US $64.99,5,7,5,US $234.60,US $206.14,US $299.00,29,30,29,US $40.95,US $40.60,US $250.00
6893-1,1,1,1,US $292.50,US $292.50,US $292.50,13,13,13,US $40.59,US $40.59,US $62.75,1,1,1,US $185.00,US $185.00,US $185.00,19,19,19,US $61.47,US $61.47,US $157.19
6894-1,2,2,2,US $463.12,US $463.12,US $651.25,20,20,20,US $62.33,US $62.33,US $151.79,1,1,1,US $875.00,US $875.00,US $875.00,58,59,58,US $63.91,US $63.57,US $449.99
6932-1,,,,,,,17,17,17,US $76.29,US $76.29,US $163.88,1,1,1,US $900.00,US $900.00,US $900.00,35,37,35,US $92.20,US $91.13,US $177.84
6941-1,,,,,,,32,32,32,US $84.79,US $84.79,US $160.19,6,6,6,US $855.14,US $855.14,"US $1,080.00",42,42,42,US $92.30,US $92.30,US $275.11
6953-1,1,1,1,US $250.00,US $250.00,US $250.00,9,9,9,US $137.47,US $137.47,US $200.00,2,2,2,US $799.76,US $799.76,US $950.00,12,12,12,US $149.96,US $149.96,US $220.50
6954-1,1,1,1,US $297.50,US $297.50,US $297.50,13,13,13,US $195.57,US $195.57,US $299.95,3,3,3,"US $1,016.67","US $1,016.67","US $1,100.00",11,11,11,US $237.17,US $237.17,US $495.20
6972-1,1,1,1,US $325.00,US $325.00,US $325.00,18,18,18,US $134.26,US $134.26,US $192.87,4,4,4,US $566.55,US $566.55,US $720.00,23,23,23,US $144.88,US $144.88,US $237.50
6990-1,1,1,1,"US $2,547.65","US $2,547.65","US $2,547.65",20,20,20,US $529.75,US $529.75,US $950.00,2,2,2,"US $3,407.44","US $3,407.44","US $3,814.89",44,44,44,US $647.37,US $647.37,"US $1,191.77"
8852-1,,,,,,,7,7,7,US $28.89,US $28.89,US $43.36,2,2,2,US $220.94,US $220.94,US $225.00,33,34,33,US $36.46,US $36.53,US $106.65
9700-1,,,,,,,,,,,,,,,,,,,3,3,3,US $224.00,US $224.00,US $300.00
951178-1,2,5,2,US $2.99,US $2.99,US $2.99,,,,,,,3,5,3,US $6.05,US $4.83,US $8.66,1,1,1,US $1.79,US $1.79,US $1.79
345-2,,,,,,,,,,,,,1,3,1,US $65.06,US $65.06,US $65.06,1,1,1,US $15.28,US $15.28,US $15.28
1504-1,,,,,,,,,,,,,,,,,,,,,,,,
1540-1,,,,,,,1,1,1,US $20.00,US $20.00,US $20.00,,,,,,,,,,,,
1547-1,,,,,,,9,9,9,US $35.99,US $35.99,US $50.12,,,,,,,22,23,22,US $40.47,US $40.45,US $55.99
1579-1,,,,,,,,,,,,,,,,,,,1,1,1,US $6.33,US $6.33,US $6.33
1595-1,,,,,,,,,,,,,,,,,,,4,10,4,US $7.71,US $8.57,US $9.15
1596-1,,,,,,,19,19,19,US $46.48,US $46.48,US $73.18,,,,,,,9,9,9,US $63.22,US $63.22,US $102.71
1597-1,4,4,4,US $981.25,US $981.25,"US $1,075.00",,,,,,,1,1,1,"US $1,300.00","US $1,300.00","US $1,300.00",2,2,2,US $320.00,US $320.00,US $500.00
1614-1,,,,,,,,,,,,,1,1,1,US $30.00,US $30.00,US $30.00,2,2,2,US $18.35,US $18.35,US $18.38
1624-1,,,,,,,9,9,9,US $20.87,US $20.87,US $28.40,,,,,,,20,20,20,US $31.67,US $31.67,US $54.21
1651-1,,,,,,,,,,,,,2,2,2,US $8.10,US $8.10,US $10.79,3,3,3,US $3.95,US $3.95,US $4.95
1652-1,,,,,,,,,,,,,,,,,,,1,1,1,US $5.00,US $5.00,US $5.00
1687-1,,,,,,,3,3,3,US $39.88,US $39.88,US $54.72,1,2,1,US $165.00,US $165.00,US $165.00,8,8,8,US $50.38,US $50.38,US $70.00
1688-1,,,,,,,1,1,1,US $35.00,US $35.00,US $35.00,,,,,,,3,3,3,US $34.04,US $34.04,US $48.80
1699-1,,,,,,,,,,,,,,,,,,,1,1,1,US $15.00,US $15.00,US $15.00
1707-1,,,,,,,,,,,,,,,,,,,1,1,1,US $35.00,US $35.00,US $35.00
1735-1,,,,,,,,,,,,,,,,,,,1,2,1,US $10.20,US $10.20,US $10.20
1816-1,,,,,,,,,,,,,,,,,,,,,,,,
1845-1,,,,,,,,,,,,,1,1,1,US $149.95,US $149.95,US $149.95,2,2,2,US $36.50,US $36.50,US $45.00
1874-1,1,1,1,US $50.38,US $50.38,US $50.38,1,1,1,US $33.13,US $33.13,US $33.13,2,2,2,US $184.35,US $184.35,US $271.10,4,4,4,US $21.14,US $21.14,US $37.95
1908-1,,,,,,,,,,,,,,,,,,,,,,,,
1916-1,,,,,,,4,4,4,US $18.21,US $18.21,US $20.51,,,,,,,1,1,1,US $25.00,US $25.00,US $25.00
1917-1,3,3,3,US $95.79,US $95.79,US $97.20,7,7,7,US $18.40,US $18.40,US $29.55,3,3,3,US $91.67,US $91.67,US $110.00,11,11,11,US $25.40,US $25.40,US $70.49
1932-2,,,,,,,,,,,,,,,,,,,,,,,,
1955-1,,,,,,,,,,,,,5,5,5,US $297.79,US $297.79,US $432.68,5,6,5,US $145.28,US $148.00,US $161.58
1958-1,,,,,,,5,5,5,US $9.15,US $9.15,US $13.10,3,3,3,US $17.63,US $17.63,US $18.89,18,25,18,US $8.56,US $9.13,US $15.72
1959-1,2,2,2,US $9.50,US $9.50,US $10.00,2,2,2,US $2.98,US $2.98,US $3.00,,,,,,,8,9,8,US $7.22,US $8.16,US $15.72
1967-1,4,4,4,US $248.00,US $248.00,US $290.00,,,,,,,1,1,1,US $99.00,US $99.00,US $99.00,3,3,3,US $165.01,US $165.01,US $260.00
1969-1,,,,,,,16,16,16,US $19.03,US $19.03,US $32.79,1,1,1,US $40.00,US $40.00,US $40.00,11,15,11,US $21.55,US $25.06,US $41.75
1970-1,2,2,2,US $42.50,US $42.50,US $45.00,6,6,6,US $29.68,US $29.68,US $42.83,,,,,,,8,11,8,US $26.44,US $24.68,US $36.68
1971-1,1,1,1,US $50.00,US $50.00,US $50.00,11,11,11,US $24.92,US $24.92,US $31.69,2,2,2,US $46.00,US $46.00,US $52.00,10,11,10,US $28.73,US $28.68,US $39.03
1990-1,,,,,,,8,8,8,US $8.28,US $8.28,US $13.29,,,,,,,13,13,13,US $9.62,US $9.62,US $35.00
1991-1,,,,,,,10,10,10,US $10.80,US $10.80,US $17.62,1,1,1,US $30.00,US $30.00,US $30.00,7,8,7,US $13.39,US $12.96,US $25.00
2372-1,,,,,,,,,,,,,,,,,,,4,6,4,US $16.31,US $17.07,US $20.00
2378-1,,,,,,,,,,,,,,,,,,,,,,,,
2382-1,,,,,,,,,,,,,,,,,,,,,,,,
2389-1,,,,,,,,,,,,,,,,,,,,,,,,
2452-1,,,,,,,,,,,,,,,,,,,,,,,,
2553-1,,,,,,,,,,,,,,,,,,,,,,,,
2675-1,,,,,,,1,1,1,US $5.99,US $5.99,US $5.99,,,,,,,4,4,4,US $7.44,US $7.44,US $12.25
2676-1,,,,,,,,,,,,,2,2,2,US $42.83,US $42.83,US $54.22,12,22,12,US $8.75,US $9.72,US $20.00
2677-1,,,,,,,,,,,,,,,,,,,,,,,,
2678-1,,,,,,,1,1,1,US $31.84,US $31.84,US $31.84,,,,,,,3,3,3,US $32.57,US $32.57,US $34.59
2679-1,,,,,,,,,,,,,,,,,,,4,4,4,US $61.99,US $61.99,US $72.86
2730-1,,,,,,,,,,,,,,,,,,,1,1,1,US $113.86,US $113.86,US $113.86
2732-1,,,,,,,,,,,,,,,,,,,3,4,3,US $65.53,US $64.15,US $97.54
2733-1,,,,,,,,,,,,,,,,,,,5,6,5,US $34.86,US $34.16,US $59.99
2734-1,,,,,,,,,,,,,7,21,7,US $11.31,US $8.99,US $22.50,3,5,3,US $7.21,US $7.13,US $7.59
2735-1,,,,,,,,,,,,,6,8,6,US $12.02,US $12.09,US $13.56,5,102,5,US $6.55,US $5.48,US $7.99
2736-1,,,,,,,,,,,,,5,6,5,US $27.33,US $26.78,US $43.91,2,4,2,US $13.32,US $13.17,US $13.63
2737-1,,,,,,,1,1,1,US $21.88,US $21.88,US $21.88,,,,,,,1,1,1,US $16.21,US $16.21,US $16.21
2740-1,,,,,,,,,,,,,,,,,,,5,16,5,US $11.15,US $11.60,US $12.72
2905-1,,,,,,,,,,,,,1,1,1,US $65.14,US $65.14,US $65.14,,,,,,
2950-1,,,,,,,,,,,,,,,,,,,1,1,1,US $5.00,US $5.00,US $5.00
4537-1,1,1,1,US $217.54,US $217.54,US $217.54,7,7,7,US $54.46,US $54.46,US $65.00,5,6,5,US $230.88,US $224.90,US $280.00,15,15,15,US $61.33,US $61.33,US $99.99
4547-1,,,,,,,11,12,11,US $237.78,US $240.17,US $284.84,1,1,1,US $780.00,US $780.00,US $780.00,22,22,22,US $253.66,US $253.66,US $450.00
4549-1,,,,,,,3,3,3,US $270.85,US $270.85,US $300.00,5,6,5,US $675.04,US $670.87,US $725.00,15,15,15,US $229.10,US $229.10,US $488.27
4741-1,2,2,2,US $744.25,US $744.25,US $800.00,,,,,,,3,3,3,US $783.33,US $783.33,US $800.00,1,1,1,US $450.00,US $450.00,US $450.00
5011-1,,,,,,,,,,,,,2,5,2,US $11.62,US $10.19,US $14.00,1,1,1,US $7.25,US $7.25,US $7.25
5030-1,4,11,4,US $12.37,US $12.87,US $14.23,,,,,,,1,3,1,US $16.27,US $16.27,US $16.27,3,4,3,US $11.28,US $10.90,US $15.96
5047-1,,,,,,,,,,,,,,,,,,,,,,,,
5048-1,,,,,,,,,,,,,1,1,1,US $27.11,US $27.11,US $27.11,,,,,,
5049-1,,,,,,,,,,,,,2,5,2,US $38.92,US $44.85,US $48.80,2,2,2,US $4.58,US $4.58,US $7.00
5050-1,1,2,1,US $16.00,US $16.00,US $16.00,,,,,,,3,5,3,US $16.92,US $17.50,US $18.38,,,,,,
5051-1,1,1,1,US $10.07,US $10.07,US $10.07,,,,,,,2,2,2,US $12.76,US $12.76,US $12.87,,,,,,
5052-1,1,1,1,US $24.24,US $24.24,US $24.24,,,,,,,1,1,1,US $22.54,US $22.54,US $22.54,,,,,,
5053-1,1,2,1,US $8.66,US $8.66,US $8.66,,,,,,,4,4,4,US $11.79,US $11.79,US $12.87,,,,,,
5054-1,,,,,,,,,,,,,1,1,1,US $44.55,US $44.55,US $44.55,,,,,,
5055-1,1,1,1,US $25.57,US $25.57,US $25.57,,,,,,,3,5,3,US $37.72,US $34.93,US $46.63,,,,,,
5056-1,1,1,1,US $32.36,US $32.36,US $32.36,,,,,,,,,,,,,1,1,1,US $2.17,US $2.17,US $2.17
5057-1,1,1,1,US $18.25,US $18.25,US $18.25,1,1,1,US $9.21,US $9.21,US $9.21,2,2,2,US $16.33,US $16.33,US $16.68,,,,,,
5058-1,1,1,1,US $63.76,US $63.76,US $63.76,,,,,,,2,2,2,US $87.90,US $87.90,US $100.00,,,,,,
5059-1,,,,,,,,,,,,,1,1,1,US $146.40,US $146.40,US $146.40,,,,,,
5060-1,,,,,,,,,,,,,,,,,,,,,,,,
5078-1,2,2,2,US $25.46,US $25.46,US $25.92,,,,,,,3,3,3,US $27.44,US $27.44,US $29.99,,,,,,
5086-1,,,,,,,,,,,,,1,1,1,US $271.10,US $271.10,US $271.10,,,,,,
5093-1,,,,,,,,,,,,,,,,,,,,,,,,
5117-1,2,2,2,US $11.41,US $11.41,US $15.00,,,,,,,11,29,11,US $15.08,US $13.63,US $27.11,1,1,1,US $2.71,US $2.71,US $2.71
5119-1,,,,,,,2,2,2,US $21.79,US $21.79,US $26.49,5,6,5,US $72.64,US $71.37,US $99.99,16,18,16,US $34.99,US $34.41,US $75.75
5120-1,1,1,1,US $10.00,US $10.00,US $10.00,,,,,,,6,22,6,US $11.61,US $12.46,US $13.77,4,7,4,US $9.01,US $8.90,US $10.00
5233-2,,,,,,,,,,,,,3,3,3,US $9.71,US $9.71,US $16.21,,,,,,
5235-1,,,,,,,,,,,,,3,23,3,US $7.94,US $8.07,US $8.12,,,,,,
5252-1,1,1,1,US $5.48,US $5.48,US $5.48,,,,,,,3,5,3,US $9.06,US $9.77,US $10.90,,,,,,
5267-1,1,1,1,US $6.92,US $6.92,US $6.92,,,,,,,1,1,1,US $6.51,US $6.51,US $6.51,,,,,,
5275-1,4,5,4,US $4.65,US $4.72,US $5.48,,,,,,,3,4,3,US $4.99,US $4.89,US $5.38,,,,,,
5276-1,1,1,1,US $19.17,US $19.17,US $19.17,,,,,,,1,1,1,US $18.18,US $18.18,US $18.18,,,,,,
5277-1,,,,,,,,,,,,,3,4,3,US $25.09,US $23.09,US $35.00,,,,,,
5279-1,3,5,3,US $7.50,US $7.95,US $8.61,,,,,,,2,3,2,US $7.95,US $7.69,US $8.72,,,,,,
5280-1,1,1,1,US $2.62,US $2.62,US $2.62,,,,,,,7,42,7,US $2.94,US $2.82,US $3.80,,,,,,
5521-1,,,,,,,7,7,7,US $40.92,US $40.92,US $69.24,3,4,3,US $208.42,US $206.38,US $225.00,20,20,20,US $54.23,US $54.23,US $200.00
5581-1,,,,,,,7,7,7,US $124.43,US $124.43,US $216.01,3,3,3,US $562.96,US $562.96,US $600.00,21,21,21,US $182.52,US $182.52,US $540.00
6020-1,5,5,5,US $87.61,US $87.61,US $110.00,45,46,45,US $23.26,US $23.19,US $53.30,2,5,2,US $110.00,US $113.00,US $115.00,72,76,72,US $27.65,US $27.46,US $99.99
6043-1,3,3,3,US $113.75,US $113.75,US $140.00,16,16,16,US $34.05,US $34.05,US $58.29,5,5,5,US $122.19,US $122.19,US $140.00,54,57,54,US $38.87,US $38.90,US $88.05
6048-1,3,3,3,US $180.52,US $180.52,US $265.00,22,22,22,US $74.40,US $74.40,US $100.00,13,15,13,US $294.18,US $293.63,US $379.54,35,35,35,US $85.90,US $85.90,US $214.99
6056-1,2,2,2,US $133.88,US $133.88,US $140.25,44,45,44,US $50.12,US $49.90,US $96.95,4,4,4,US $205.55,US $205.55,US $255.00,78,82,78,US $56.66,US $56.50,US $108.44
6252-1,2,2,2,US $220.03,US $220.03,US $266.28,7,7,7,US $32.72,US $32.72,US $43.49,4,4,4,US $163.87,US $163.87,US $250.00,14,16,14,US $47.24,US $47.03,US $85.67
6266-1,1,1,1,US $320.35,US $320.35,US $320.35,17,17,17,US $69.06,US $69.06,US $108.13,10,14,10,US $314.93,US $322.80,US $350.00,18,18,18,US $67.51,US $67.51,US $95.43
6268-1,2,2,2,US $779.81,US $779.81,US $800.00,27,27,27,US $128.46,US $128.46,US $247.50,2,2,2,US $825.00,US $825.00,US $900.00,31,33,31,US $186.64,US $184.66,US $450.00
6286-1,2,2,2,"US $2,522.77","US $2,522.77","US $2,542.07",23,23,23,US $504.68,US $504.68,"US $1,239.62",,,,,,,37,37,37,US $658.96,US $658.96,"US $1,000.00"
6319-1,,,,,,,2,2,2,US $21.91,US $21.91,US $24.83,10,16,10,US $33.64,US $36.83,US $65.06,10,11,10,US $18.82,US $18.83,US $22.76
6342-1,,,,,,,8,8,8,US $14.13,US $14.13,US $19.03,3,3,3,US $73.74,US $73.74,US $89.00,40,44,40,US $21.71,US $22.12,US $100.00
6344-1,,,,,,,4,4,4,US $14.63,US $14.63,US $19.75,2,2,2,US $105.00,US $105.00,US $125.00,46,47,46,US $23.92,US $23.71,US $60.00
6345-1,1,1,1,US $70.00,US $70.00,US $70.00,12,12,12,US $42.35,US $42.35,US $78.48,5,6,5,US $175.26,US $187.72,US $250.00,25,25,25,US $48.81,US $48.81,US $91.70
6398-1,2,2,2,US $450.00,US $450.00,US $450.00,13,13,13,US $68.26,US $68.26,US $95.00,2,2,2,US $416.88,US $416.88,US $433.76,31,33,31,US $104.92,US $98.76,US $249.41
6403-1,5,5,5,US $122.87,US $122.87,US $195.90,8,8,8,US $21.20,US $21.20,US $30.11,4,4,4,US $106.61,US $106.61,US $135.00,14,14,14,US $28.46,US $28.46,US $65.01
